"COUNTRY","Country","EMPSTAT","Employment status","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"KOR","Korea","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,2018,,
"KOR","Korea","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,2005,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1605,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1589,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1585,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1581,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1581,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1560,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1559,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1570,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1570,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1520,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1522,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1521,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1513,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1505,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1507,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1515,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1513,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1505,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1504,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1603,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1585,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1581,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1579,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1578,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1550,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1552,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1566,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1567,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1517,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1517,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1515,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1508,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1503,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1506,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1514,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1513,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1507,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1506,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,2359.8,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,2340.7,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,2330.3,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,2331.2,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,2339.5,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,2352.9,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,2350.9,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,2336.8,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,2343.8,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,2332.4,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,2337,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,2328.3,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,2325.4,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,2334.6,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,2337.3,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,2347.5,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,2347.8,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,2348.3,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,2346.6,,
"MEX","Mexico","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,2174,,
"MEX","Mexico","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,2146,,
"MEX","Mexico","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,2196,,
"MEX","Mexico","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,2143,,
"MEX","Mexico","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,2123,,
"MEX","Mexico","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,2105,,
"MEX","Mexico","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,2067,,
"MEX","Mexico","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,2045,,
"MEX","Mexico","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,2105,,
"MEX","Mexico","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1973,,
"MEX","Mexico","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,2150,,
"MEX","Mexico","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,2121,,
"MEX","Mexico","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,2120,,
"MEX","Mexico","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,2136,,
"MEX","Mexico","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,2134,,
"MEX","Mexico","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,2140,,
"MEX","Mexico","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,2146,,
"MEX","Mexico","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,2148,,
"MEX","Mexico","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,2148,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1403,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1398,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1385,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1379,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1397,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1378,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1370,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1366,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1369,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1360,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1357,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1358,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1348,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1353,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1362,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1356,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1367,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1365,,
"NLD","Netherlands","DE","Dependent employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1365,,
"NLD","Netherlands","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1464,,
"NLD","Netherlands","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1454,,
"NLD","Netherlands","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1436,,
"NLD","Netherlands","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1428,,
"NLD","Netherlands","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1448,,
"NLD","Netherlands","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1434,,
"NLD","Netherlands","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1430,,
"NLD","Netherlands","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1429,,
"NLD","Netherlands","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1429,,
"NLD","Netherlands","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1420,,
"NLD","Netherlands","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1420,,
"NLD","Netherlands","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1420,,
"NLD","Netherlands","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1411,,
"NLD","Netherlands","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1415,,
"NLD","Netherlands","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1426,,
"NLD","Netherlands","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1426,,
"NLD","Netherlands","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1438,,
"NLD","Netherlands","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1435,,
"NLD","Netherlands","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1433,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1777,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1770,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1769,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1771,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1796,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1785,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1767,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1754,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1739,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1721,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1741,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1735,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1723,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1747,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1760,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1754,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1740,,
"NZL","New Zealand","DE","Dependent employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1751,,
"NZL","New Zealand","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1836,,
"NZL","New Zealand","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1825,,
"NZL","New Zealand","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1826,,
"NZL","New Zealand","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1823,,
"NZL","New Zealand","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1830,,
"NZL","New Zealand","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1815,,
"NZL","New Zealand","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1795,,
"NZL","New Zealand","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1774,,
"NZL","New Zealand","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1761,,
"NZL","New Zealand","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1740,,
"NZL","New Zealand","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1755,,
"NZL","New Zealand","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1746,,
"NZL","New Zealand","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1734,,
"NZL","New Zealand","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1752,,
"NZL","New Zealand","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1762,,
"NZL","New Zealand","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1757,,
"NZL","New Zealand","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1752,,
"NZL","New Zealand","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1753,,
"NZL","New Zealand","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1756,,
"NOR","Norway","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1455,,
"NOR","Norway","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1429,,
"NOR","Norway","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1414,,
"NOR","Norway","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1400.7,,
"NOR","Norway","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1420.5,,
"NOR","Norway","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1422.8,,
"NOR","Norway","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1419.8,,
"NOR","Norway","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1426,,
"NOR","Norway","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1429.5,,
"NOR","Norway","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1406.8,,
"NOR","Norway","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1415.3,,
"NOR","Norway","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1421.1,,
"NOR","Norway","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1419.7,,
"NOR","Norway","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1408.1,,
"NOR","Norway","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1426.9,,
"NOR","Norway","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1423.9,,
"NOR","Norway","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1424.4,,
"NOR","Norway","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1419.1,,
"NOR","Norway","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1416.4,,
"POL","Poland","DE","Dependent employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1774,,
"POL","Poland","DE","Dependent employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1777,,
"POL","Poland","DE","Dependent employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1766,,
"POL","Poland","DE","Dependent employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1765,,
"POL","Poland","DE","Dependent employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1766,,
"POL","Poland","DE","Dependent employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1762,,
"POL","Poland","DE","Dependent employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1762,,
"POL","Poland","DE","Dependent employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1761,,
"POL","Poland","DE","Dependent employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1751,,
"POL","Poland","DE","Dependent employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1739,,
"POL","Poland","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1740,,
"POL","Poland","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1733,,
"POL","Poland","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1724,,
"POL","Poland","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1720,,
"POL","Poland","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1725,,
"POL","Poland","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1732,,
"POL","Poland","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1735,,
"POL","Poland","DE","Dependent employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1715,,
"POL","Poland","DE","Dependent employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1695,,
"POL","Poland","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1863,,
"POL","Poland","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1865,,
"POL","Poland","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1860,,
"POL","Poland","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1865,,
"POL","Poland","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1866,,
"POL","Poland","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1861,,
"POL","Poland","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1862,,
"POL","Poland","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1859,,
"POL","Poland","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1852,,
"POL","Poland","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1838,,
"POL","Poland","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1834,,
"POL","Poland","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1829,,
"POL","Poland","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1824,,
"POL","Poland","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1821,,
"POL","Poland","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1827,,
"POL","Poland","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1834,,
"POL","Poland","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1836,,
"POL","Poland","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1815,,
"POL","Poland","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1792,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1696,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1687,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1681,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1678,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1684,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1685,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1682,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1686,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1678,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1684,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1691,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1669,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1658,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1670,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1679,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1678,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1678,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1676,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1671,,
"PRT","Portugal","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1760,,
"PRT","Portugal","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1745,,
"PRT","Portugal","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1739,,
"PRT","Portugal","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1733,,
"PRT","Portugal","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1738,,
"PRT","Portugal","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1740,,
"PRT","Portugal","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1729,,
"PRT","Portugal","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1745,,
"PRT","Portugal","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1733,,
"PRT","Portugal","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1733,,
"PRT","Portugal","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1735,,
"PRT","Portugal","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1714,,
"PRT","Portugal","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1698,,
"PRT","Portugal","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1707,,
"PRT","Portugal","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1714,,
"PRT","Portugal","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1722,,
"PRT","Portugal","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1725,,
"PRT","Portugal","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1727,,
"PRT","Portugal","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1722,,
"SVK","Slovak Republic","DE","Dependent employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1768,,
"SVK","Slovak Republic","DE","Dependent employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1780,,
"SVK","Slovak Republic","DE","Dependent employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1760,,
"SVK","Slovak Republic","DE","Dependent employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1731,,
"SVK","Slovak Republic","DE","Dependent employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1728,,
"SVK","Slovak Republic","DE","Dependent employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1756,,
"SVK","Slovak Republic","DE","Dependent employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1774,,
"SVK","Slovak Republic","DE","Dependent employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1774,,
"SVK","Slovak Republic","DE","Dependent employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1774,,
"SVK","Slovak Republic","DE","Dependent employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1727,,
"SVK","Slovak Republic","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1729,,
"SVK","Slovak Republic","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1734,,
"SVK","Slovak Republic","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1742,,
"SVK","Slovak Republic","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1736,,
"SVK","Slovak Republic","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1729,,
"SVK","Slovak Republic","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1704,,
